motion_path,source_set,subject,action_category,action_zh,reference_frames,control_steps,duration_seconds,frequency_hz,historical_tracker_success,historical_frame_coverage,historical_done_reason,replay_candidate
KIT/183/turn_left01_poses,official_kit,183,turn_left,左转,471,470,4.7,100.0,True,0.9978768577494692,completed,True
KIT/183/turn_left02_poses,official_kit,183,turn_left,左转,472,471,4.71,100.0,True,0.9978813559322034,completed,True
KIT/183/turn_left03_poses,official_kit,183,turn_left,左转,480,479,4.79,100.0,True,0.9979166666666667,completed,True
KIT/183/turn_left04_poses,official_kit,183,turn_left,左转,495,494,4.94,100.0,True,0.997979797979798,completed,True
KIT/183/turn_left05_poses,official_kit,183,turn_left,左转,497,496,4.96,100.0,True,0.9979879275653923,completed,True
KIT/183/turn_left06_poses,official_kit,183,turn_left,左转,463,462,4.62,100.0,True,0.9978401727861771,completed,True
KIT/183/turn_left07_poses,official_kit,183,turn_left,左转,453,452,4.52,100.0,True,0.9977924944812362,completed,True
KIT/183/turn_left08_poses,official_kit,183,turn_left,左转,495,494,4.94,100.0,True,0.997979797979798,completed,True
KIT/183/turn_left09_poses,official_kit,183,turn_left,左转,478,477,4.77,100.0,True,0.997907949790795,completed,True
KIT/183/turn_left10_poses,official_kit,183,turn_left,左转,471,470,4.7,100.0,True,0.9978768577494692,completed,True
KIT/183/turn_right01_poses,official_kit,183,turn_right,右转,630,629,6.29,100.0,True,0.9984126984126984,completed,True
KIT/183/turn_right02_poses,official_kit,183,turn_right,右转,605,604,6.04,100.0,True,0.9983471074380166,completed,True
KIT/183/turn_right03_poses,official_kit,183,turn_right,右转,621,620,6.2,100.0,True,0.998389694041868,completed,True
KIT/183/turn_right04_poses,official_kit,183,turn_right,右转,503,502,5.02,100.0,True,0.9980119284294234,completed,True
KIT/183/turn_right05_poses,official_kit,183,turn_right,右转,615,614,6.14,100.0,True,0.9983739837398374,completed,True
KIT/183/turn_right06_poses,official_kit,183,turn_right,右转,535,534,5.34,100.0,True,0.9981308411214953,completed,True
KIT/183/turn_right07_poses,official_kit,183,turn_right,右转,587,586,5.86,100.0,True,0.9982964224872232,completed,True
KIT/183/turn_right08_poses,official_kit,183,turn_right,右转,474,473,4.73,100.0,True,0.9978902953586498,completed,True
KIT/183/turn_right09_poses,official_kit,183,turn_right,右转,584,583,5.83,100.0,True,0.9982876712328768,completed,True
KIT/183/turn_right10_poses,official_kit,183,turn_right,右转,608,607,6.07,100.0,True,0.9983552631578947,completed,True
KIT/183/walking_fast01_poses,official_kit,183,walking_fast,快速直行,472,471,4.71,100.0,True,0.9978813559322034,completed,True
KIT/183/walking_fast02_poses,official_kit,183,walking_fast,快速直行,567,566,5.66,100.0,True,0.9982363315696648,completed,True
KIT/183/walking_fast03_poses,official_kit,183,walking_fast,快速直行,534,533,5.33,100.0,True,0.99812734082397,completed,True
KIT/183/walking_fast04_poses,official_kit,183,walking_fast,快速直行,494,493,4.93,100.0,True,0.9979757085020243,completed,True
KIT/183/walking_fast05_poses,official_kit,183,walking_fast,快速直行,504,503,5.03,100.0,True,0.998015873015873,completed,True
KIT/183/walking_fast06_poses,official_kit,183,walking_fast,快速直行,498,497,4.97,100.0,True,0.9979919678714859,completed,True
KIT/183/walking_fast07_poses,official_kit,183,walking_fast,快速直行,496,495,4.95,100.0,True,0.9979838709677419,completed,True
KIT/183/walking_fast08_poses,official_kit,183,walking_fast,快速直行,554,553,5.53,100.0,True,0.9981949458483754,completed,True
KIT/183/walking_fast09_poses,official_kit,183,walking_fast,快速直行,472,471,4.71,100.0,True,0.9978813559322034,completed,True
KIT/183/walking_fast10_poses,official_kit,183,walking_fast,快速直行,416,415,4.15,100.0,True,0.9975961538461539,completed,True
KIT/183/walking_medium01_poses,official_kit,183,walking_medium,中速直行,551,550,5.5,100.0,True,0.9981851179673321,completed,True
KIT/183/walking_medium02_poses,official_kit,183,walking_medium,中速直行,553,552,5.52,100.0,True,0.9981916817359855,completed,True
KIT/183/walking_medium03_poses,official_kit,183,walking_medium,中速直行,460,459,4.59,100.0,True,0.9978260869565218,completed,True
KIT/183/walking_medium04_poses,official_kit,183,walking_medium,中速直行,471,470,4.7,100.0,True,0.9978768577494692,completed,True
KIT/183/walking_medium05_poses,official_kit,183,walking_medium,中速直行,528,527,5.27,100.0,True,0.9981060606060606,completed,True
KIT/183/walking_medium06_poses,official_kit,183,walking_medium,中速直行,475,474,4.74,100.0,True,0.9978947368421053,completed,True
KIT/183/walking_medium07_poses,official_kit,183,walking_medium,中速直行,451,450,4.5,100.0,True,0.9977827050997783,completed,True
KIT/183/walking_medium08_poses,official_kit,183,walking_medium,中速直行,466,465,4.65,100.0,True,0.9978540772532188,completed,True
KIT/183/walking_medium09_poses,official_kit,183,walking_medium,中速直行,489,488,4.88,100.0,True,0.9979550102249489,completed,True
KIT/183/walking_medium10_poses,official_kit,183,walking_medium,中速直行,516,515,5.15,100.0,True,0.998062015503876,completed,True
KIT/183/walking_run01_poses,official_kit,183,walking_run,跑步,363,362,3.62,100.0,True,0.9972451790633609,completed,True
KIT/183/walking_run02_poses,official_kit,183,walking_run,跑步,415,414,4.14,100.0,True,0.9975903614457832,completed,True
KIT/183/walking_run04_poses,official_kit,183,walking_run,跑步,335,334,3.34,100.0,True,0.9970149253731343,completed,True
KIT/183/walking_run05_poses,official_kit,183,walking_run,跑步,455,454,4.54,100.0,True,0.9978021978021978,completed,True
KIT/183/walking_run06_poses,official_kit,183,walking_run,跑步,360,359,3.59,100.0,True,0.9972222222222222,completed,True
KIT/183/walking_run07_poses,official_kit,183,walking_run,跑步,376,375,3.75,100.0,True,0.9973404255319149,completed,True
KIT/183/walking_run08_poses,official_kit,183,walking_run,跑步,380,379,3.79,100.0,True,0.9973684210526316,completed,True
KIT/183/walking_run09_poses,official_kit,183,walking_run,跑步,416,415,4.15,100.0,True,0.9975961538461539,completed,True
KIT/183/walking_run10_poses,official_kit,183,walking_run,跑步,292,291,2.91,100.0,True,0.9965753424657534,completed,True
KIT/183/walking_slow01_poses,official_kit,183,walking_slow,慢速直行,707,706,7.06,100.0,True,0.9985855728429985,completed,True
KIT/183/walking_slow02_poses,official_kit,183,walking_slow,慢速直行,728,727,7.27,100.0,True,0.9986263736263736,completed,True
KIT/183/walking_slow03_poses,official_kit,183,walking_slow,慢速直行,717,716,7.16,100.0,True,0.99860529986053,completed,True
KIT/183/walking_slow04_poses,official_kit,183,walking_slow,慢速直行,671,670,6.7,100.0,True,0.9985096870342772,completed,True
KIT/183/walking_slow05_poses,official_kit,183,walking_slow,慢速直行,665,664,6.64,100.0,True,0.9984962406015038,completed,True
KIT/183/walking_slow06_poses,official_kit,183,walking_slow,慢速直行,712,711,7.11,100.0,True,0.9985955056179775,completed,True
KIT/183/walking_slow07_poses,official_kit,183,walking_slow,慢速直行,689,688,6.88,100.0,True,0.9985486211901307,completed,True
KIT/183/walking_slow08_poses,official_kit,183,walking_slow,慢速直行,700,699,6.99,100.0,True,0.9985714285714286,completed,True
KIT/183/walking_slow09_poses,official_kit,183,walking_slow,慢速直行,701,700,7.0,100.0,True,0.9985734664764622,completed,True
KIT/183/walking_slow10_poses,official_kit,183,walking_slow,慢速直行,713,712,7.12,100.0,True,0.9985974754558204,completed,True
KIT/205/turn_left01_poses,official_kit,205,turn_left,左转,591,590,5.9,100.0,True,0.9983079526226735,completed,True
KIT/205/turn_left02_poses,official_kit,205,turn_left,左转,572,571,5.71,100.0,True,0.9982517482517482,completed,True
KIT/205/turn_left03_poses,official_kit,205,turn_left,左转,511,510,5.1,100.0,True,0.9980430528375733,completed,True
KIT/205/turn_left04_poses,official_kit,205,turn_left,左转,511,510,5.1,100.0,True,0.9980430528375733,completed,True
KIT/205/turn_left05_poses,official_kit,205,turn_left,左转,565,564,5.64,100.0,True,0.9982300884955753,completed,True
KIT/205/turn_left06_poses,official_kit,205,turn_left,左转,586,585,5.85,100.0,True,0.9982935153583617,completed,True
KIT/205/turn_left07_poses,official_kit,205,turn_left,左转,572,571,5.71,100.0,True,0.9982517482517482,completed,True
KIT/205/walking_medium01_poses,official_kit,205,walking_medium,中速直行,454,453,4.53,100.0,True,0.9977973568281938,completed,True
KIT/205/walking_medium02_poses,official_kit,205,walking_medium,中速直行,407,406,4.06,100.0,True,0.9975429975429976,completed,True
KIT/205/walking_medium03_poses,official_kit,205,walking_medium,中速直行,459,458,4.58,100.0,True,0.9978213507625272,completed,True
KIT/205/walking_medium04_poses,official_kit,205,walking_medium,中速直行,415,414,4.14,100.0,True,0.9975903614457832,completed,True
KIT/205/walking_medium05_poses,official_kit,205,walking_medium,中速直行,433,432,4.32,100.0,True,0.9976905311778291,completed,True
KIT/205/walking_medium06_poses,official_kit,205,walking_medium,中速直行,403,402,4.02,100.0,True,0.9975186104218362,completed,True
KIT/205/walking_medium07_poses,official_kit,205,walking_medium,中速直行,401,400,4.0,100.0,True,0.9975062344139651,completed,True
KIT/205/walking_medium08_poses,official_kit,205,walking_medium,中速直行,357,356,3.56,100.0,True,0.9971988795518207,completed,True
KIT/205/walking_medium09_poses,official_kit,205,walking_medium,中速直行,456,455,4.55,100.0,True,0.9978070175438597,completed,True
KIT/205/walking_medium10_poses,official_kit,205,walking_medium,中速直行,450,449,4.49,100.0,True,0.9977777777777778,completed,True
KIT/205/walking_run01_poses,official_kit,205,walking_run,跑步,438,437,4.37,100.0,True,0.997716894977169,completed,True
KIT/205/walking_run02_poses,official_kit,205,walking_run,跑步,331,330,3.3,100.0,True,0.9969788519637462,completed,True
KIT/205/walking_run03_poses,official_kit,205,walking_run,跑步,513,512,5.12,100.0,True,0.9980506822612085,completed,True
KIT/205/walking_run04_poses,official_kit,205,walking_run,跑步,340,339,3.39,100.0,True,0.9970588235294118,completed,True
KIT/205/walking_run05_poses,official_kit,205,walking_run,跑步,321,320,3.2,100.0,True,0.9968847352024922,completed,True
KIT/205/walking_run06_poses,official_kit,205,walking_run,跑步,338,337,3.37,100.0,True,0.9970414201183432,completed,True
KIT/205/walking_run07_poses,official_kit,205,walking_run,跑步,362,361,3.61,100.0,True,0.9972375690607734,completed,True
KIT/205/walking_run08_poses,official_kit,205,walking_run,跑步,429,428,4.28,100.0,True,0.9976689976689976,completed,True
KIT/205/walking_run09_poses,official_kit,205,walking_run,跑步,407,406,4.06,100.0,True,0.9975429975429976,completed,True
KIT/205/walking_run10_poses,official_kit,205,walking_run,跑步,446,445,4.45,100.0,True,0.9977578475336323,completed,True
KIT/205/walking_slow01_poses,official_kit,205,walking_slow,慢速直行,690,689,6.89,100.0,True,0.9985507246376811,completed,True
KIT/205/walking_slow02_poses,official_kit,205,walking_slow,慢速直行,640,639,6.39,100.0,True,0.9984375,completed,True
KIT/205/walking_slow03_poses,official_kit,205,walking_slow,慢速直行,613,612,6.12,100.0,True,0.99836867862969,completed,True
KIT/205/walking_slow04_poses,official_kit,205,walking_slow,慢速直行,557,556,5.56,100.0,True,0.9982046678635548,completed,True
KIT/205/walking_slow05_poses,official_kit,205,walking_slow,慢速直行,591,590,5.9,100.0,True,0.9983079526226735,completed,True
KIT/205/walking_slow06_poses,official_kit,205,walking_slow,慢速直行,586,585,5.85,100.0,True,0.9982935153583617,completed,True
KIT/205/walking_slow07_poses,official_kit,205,walking_slow,慢速直行,561,560,5.6,100.0,True,0.9982174688057041,completed,True
KIT/205/walking_slow08_poses,official_kit,205,walking_slow,慢速直行,479,478,4.78,100.0,True,0.9979123173277662,completed,True
KIT/205/walking_slow09_poses,official_kit,205,walking_slow,慢速直行,527,526,5.26,100.0,True,0.9981024667931688,completed,True
KIT/205/walking_slow10_poses,official_kit,205,walking_slow,慢速直行,560,559,5.59,100.0,True,0.9982142857142857,completed,True
KIT/291/nordic_walking03_poses,official_kit,291,special_walking,特殊风格行走,835,834,8.34,100.0,True,0.9988023952095808,completed,True
KIT/291/walk_like_an_egyptian01_poses,official_kit,291,special_walking,特殊风格行走,339,338,3.38,100.0,True,0.9970501474926253,completed,True
KIT/291/walk_like_an_egyptian05_poses,official_kit,291,special_walking,特殊风格行走,420,419,4.19,100.0,True,0.9976190476190476,completed,True
KIT/291/walking02_poses,official_kit,291,generic_walking,普通行走,813,812,8.12,100.0,True,0.998769987699877,completed,True
KIT/291/walking03_poses,official_kit,291,generic_walking,普通行走,741,740,7.4,100.0,True,0.9986504723346828,completed,True
KIT/3/turn_left01_poses,official_kit,3,turn_left,左转,593,592,5.92,100.0,True,0.9983136593591906,completed,True
KIT/3/turn_left03_poses,official_kit,3,turn_left,左转,666,665,6.65,100.0,True,0.9984984984984985,completed,True
KIT/3/turn_left04_poses,official_kit,3,turn_left,左转,727,726,7.26,100.0,True,0.9986244841815681,completed,True
KIT/3/turn_left05_poses,official_kit,3,turn_left,左转,544,543,5.43,100.0,True,0.9981617647058824,completed,True
KIT/3/turn_left06_poses,official_kit,3,turn_left,左转,433,432,4.32,100.0,True,0.9976905311778291,completed,True
KIT/3/turn_left07_poses,official_kit,3,turn_left,左转,509,508,5.08,100.0,True,0.9980353634577603,completed,True
KIT/3/turn_left08_poses,official_kit,3,turn_left,左转,419,418,4.18,100.0,True,0.9976133651551312,completed,True
KIT/3/turn_left10_poses,official_kit,3,turn_left,左转,556,555,5.55,100.0,True,0.9982014388489209,completed,True
KIT/3/turn_right01_poses,official_kit,3,turn_right,右转,488,487,4.87,100.0,True,0.9979508196721312,completed,True
KIT/3/turn_right02_poses,official_kit,3,turn_right,右转,489,488,4.88,100.0,True,0.9979550102249489,completed,True
KIT/3/turn_right03_poses,official_kit,3,turn_right,右转,513,512,5.12,100.0,True,0.9980506822612085,completed,True
KIT/3/turn_right04_poses,official_kit,3,turn_right,右转,396,395,3.95,100.0,True,0.9974747474747475,completed,True
KIT/3/turn_right05_poses,official_kit,3,turn_right,右转,511,510,5.1,100.0,True,0.9980430528375733,completed,True
KIT/3/turn_right06_poses,official_kit,3,turn_right,右转,440,439,4.39,100.0,True,0.9977272727272727,completed,True
KIT/3/turn_right07_poses,official_kit,3,turn_right,右转,501,500,5.0,100.0,True,0.998003992015968,completed,True
KIT/3/turn_right08_poses,official_kit,3,turn_right,右转,471,470,4.7,100.0,True,0.9978768577494692,completed,True
KIT/3/turn_right09_poses,official_kit,3,turn_right,右转,471,470,4.7,100.0,True,0.9978768577494692,completed,True
KIT/3/turn_right10_poses,official_kit,3,turn_right,右转,513,512,5.12,100.0,True,0.9980506822612085,completed,True
KIT/3/walk_6m_straight_line04_poses,official_kit,3,straight_forward,直线前进,736,735,7.35,100.0,True,0.998641304347826,completed,True
KIT/3/walk_6m_straight_line06_poses,official_kit,3,straight_forward,直线前进,1491,1490,14.9,100.0,False,0.670690811535882,unknown,True
KIT/3/walk_with_left_support02_poses,official_kit,3,supported_walking,有支撑行走,748,747,7.47,100.0,True,0.9986631016042781,completed,True
KIT/3/walk_with_left_support06_FrqONi5_poses,official_kit,3,supported_walking,有支撑行走,756,755,7.55,100.0,True,0.9986772486772487,completed,True
KIT/3/walk_with_left_support06_poses,official_kit,3,supported_walking,有支撑行走,756,755,7.55,100.0,True,0.9986772486772487,completed,True
KIT/3/walk_with_right_support02_poses,official_kit,3,supported_walking,有支撑行走,874,873,8.73,100.0,True,0.9988558352402745,completed,True
KIT/3/walk_with_support02_poses,official_kit,3,supported_walking,有支撑行走,669,668,6.68,100.0,True,0.9985052316890882,completed,True
KIT/3/walk_with_support03_poses,official_kit,3,supported_walking,有支撑行走,720,719,7.19,100.0,True,0.9986111111111111,completed,True
KIT/3/walk_with_support04_poses,official_kit,3,supported_walking,有支撑行走,668,667,6.67,100.0,True,0.9985029940119761,completed,True
KIT/3/walk_with_support05_poses,official_kit,3,supported_walking,有支撑行走,481,480,4.8,100.0,True,0.997920997920998,completed,True
KIT/3/walk_with_support06_poses,official_kit,3,supported_walking,有支撑行走,591,590,5.9,100.0,True,0.9983079526226735,completed,True
KIT/3/walking_fast02_poses,official_kit,3,walking_fast,快速直行,516,515,5.15,100.0,True,0.998062015503876,completed,True
KIT/3/walking_fast03_poses,official_kit,3,walking_fast,快速直行,405,404,4.04,100.0,True,0.9975308641975309,completed,True
KIT/3/walking_fast04_poses,official_kit,3,walking_fast,快速直行,425,424,4.24,100.0,True,0.9976470588235294,completed,True
KIT/3/walking_fast05_poses,official_kit,3,walking_fast,快速直行,373,372,3.72,100.0,True,0.9973190348525469,completed,True
KIT/3/walking_fast06_poses,official_kit,3,walking_fast,快速直行,509,508,5.08,100.0,True,0.9980353634577603,completed,True
KIT/3/walking_fast07_poses,official_kit,3,walking_fast,快速直行,491,490,4.9,100.0,True,0.9979633401221996,completed,True
KIT/3/walking_fast08_poses,official_kit,3,walking_fast,快速直行,422,421,4.21,100.0,True,0.9976303317535545,completed,True
KIT/3/walking_fast10_poses,official_kit,3,walking_fast,快速直行,425,424,4.24,100.0,True,0.9976470588235294,completed,True
KIT/3/walking_forward_4steps_right_02_poses,official_kit,3,straight_forward,直线前进,501,500,5.0,100.0,True,0.998003992015968,completed,True
KIT/3/walking_forward_4steps_right_04_poses,official_kit,3,straight_forward,直线前进,546,545,5.45,100.0,True,0.9981684981684982,completed,True
KIT/3/walking_forward_4steps_right_05_poses,official_kit,3,straight_forward,直线前进,459,458,4.58,100.0,True,0.9978213507625272,completed,True
KIT/3/walking_forward_4steps_right_poses,official_kit,3,straight_forward,直线前进,595,594,5.94,100.0,True,0.9983193277310924,completed,True
KIT/3/walking_medium01_poses,official_kit,3,walking_medium,中速直行,312,311,3.11,100.0,True,0.9967948717948718,completed,True
KIT/3/walking_medium02_poses,official_kit,3,walking_medium,中速直行,655,654,6.54,100.0,True,0.9984732824427481,completed,True
KIT/3/walking_medium03_poses,official_kit,3,walking_medium,中速直行,751,750,7.5,100.0,True,0.9986684420772304,completed,True
KIT/3/walking_medium04_poses,official_kit,3,walking_medium,中速直行,523,522,5.22,100.0,True,0.9980879541108987,completed,True
KIT/3/walking_medium05_poses,official_kit,3,walking_medium,中速直行,617,616,6.16,100.0,True,0.9983792544570502,completed,True
KIT/3/walking_medium06_poses,official_kit,3,walking_medium,中速直行,477,476,4.76,100.0,True,0.9979035639412998,completed,True
KIT/3/walking_medium07_poses,official_kit,3,walking_medium,中速直行,590,589,5.89,100.0,True,0.9983050847457627,completed,True
KIT/3/walking_medium08_poses,official_kit,3,walking_medium,中速直行,535,534,5.34,100.0,True,0.9981308411214953,completed,True
KIT/3/walking_medium09_poses,official_kit,3,walking_medium,中速直行,594,593,5.93,100.0,True,0.9983164983164983,completed,True
KIT/3/walking_medium10_poses,official_kit,3,walking_medium,中速直行,386,385,3.85,100.0,True,0.9974093264248705,completed,True
KIT/3/walking_run02_poses,official_kit,3,walking_run,跑步,549,548,5.48,100.0,True,0.9981785063752276,completed,True
KIT/3/walking_run03_poses,official_kit,3,walking_run,跑步,564,563,5.63,100.0,True,0.99822695035461,completed,True
KIT/3/walking_run04_poses,official_kit,3,walking_run,跑步,401,400,4.0,100.0,True,0.9975062344139651,completed,True
KIT/3/walking_run05_poses,official_kit,3,walking_run,跑步,569,568,5.68,100.0,True,0.9982425307557118,completed,True
KIT/3/walking_run06_poses,official_kit,3,walking_run,跑步,395,394,3.94,100.0,True,0.9974683544303797,completed,True
KIT/3/walking_slow01_poses,official_kit,3,walking_slow,慢速直行,605,604,6.04,100.0,True,0.9983471074380166,completed,True
KIT/3/walking_slow02_poses,official_kit,3,walking_slow,慢速直行,582,581,5.81,100.0,True,0.9982817869415808,completed,True
KIT/3/walking_slow03_poses,official_kit,3,walking_slow,慢速直行,645,644,6.44,100.0,True,0.9984496124031008,completed,True
KIT/3/walking_slow04_poses,official_kit,3,walking_slow,慢速直行,590,589,5.89,100.0,True,0.9983050847457627,completed,True
KIT/3/walking_slow05_poses,official_kit,3,walking_slow,慢速直行,653,652,6.52,100.0,True,0.998468606431853,completed,True
KIT/3/walking_slow06_poses,official_kit,3,walking_slow,慢速直行,632,631,6.31,100.0,True,0.9984177215189873,completed,True
KIT/3/walking_slow07_poses,official_kit,3,walking_slow,慢速直行,641,640,6.4,100.0,True,0.9984399375975039,completed,True
KIT/3/walking_slow08_poses,official_kit,3,walking_slow,慢速直行,648,647,6.47,100.0,True,0.9984567901234568,completed,True
KIT/3/walking_slow09_poses,official_kit,3,walking_slow,慢速直行,657,656,6.56,100.0,True,0.9984779299847792,completed,True
KIT/3/walking_slow10_poses,official_kit,3,walking_slow,慢速直行,599,598,5.98,100.0,True,0.998330550918197,completed,True
KIT/314/turn_left01_poses,official_kit,314,turn_left,左转,469,468,4.68,100.0,True,0.997867803837953,completed,True
KIT/314/turn_left02_poses,official_kit,314,turn_left,左转,408,407,4.07,100.0,True,0.9975490196078431,completed,True
KIT/314/turn_left03_poses,official_kit,314,turn_left,左转,394,393,3.93,100.0,True,0.9974619289340102,completed,True
KIT/314/turn_left04_poses,official_kit,314,turn_left,左转,426,425,4.25,100.0,True,0.9976525821596244,completed,True
KIT/314/turn_left05_poses,official_kit,314,turn_left,左转,491,490,4.9,100.0,True,0.9979633401221996,completed,True
KIT/314/turn_left06_poses,official_kit,314,turn_left,左转,472,471,4.71,100.0,True,0.9978813559322034,completed,True
KIT/314/turn_left07_poses,official_kit,314,turn_left,左转,395,394,3.94,100.0,True,0.9974683544303797,completed,True
KIT/314/turn_left08_poses,official_kit,314,turn_left,左转,395,394,3.94,100.0,True,0.9974683544303797,completed,True
KIT/314/turn_left09_poses,official_kit,314,turn_left,左转,437,436,4.36,100.0,True,0.9977116704805492,completed,True
KIT/314/turn_left10_poses,official_kit,314,turn_left,左转,376,375,3.75,100.0,True,0.9973404255319149,completed,True
KIT/314/turn_right01_poses,official_kit,314,turn_right,右转,520,519,5.19,100.0,True,0.9980769230769231,completed,True
KIT/314/turn_right02_poses,official_kit,314,turn_right,右转,602,601,6.01,100.0,True,0.9983388704318937,completed,True
KIT/314/turn_right03_poses,official_kit,314,turn_right,右转,485,484,4.84,100.0,True,0.9979381443298969,completed,True
KIT/314/turn_right04_poses,official_kit,314,turn_right,右转,441,440,4.4,100.0,True,0.9977324263038548,completed,True
KIT/314/turn_right05_poses,official_kit,314,turn_right,右转,417,416,4.16,100.0,True,0.9976019184652278,completed,True
KIT/314/turn_right06_poses,official_kit,314,turn_right,右转,498,497,4.97,100.0,True,0.9979919678714859,completed,True
KIT/314/turn_right07_poses,official_kit,314,turn_right,右转,436,435,4.35,100.0,True,0.9977064220183486,completed,True
KIT/314/turn_right08_poses,official_kit,314,turn_right,右转,414,413,4.13,100.0,True,0.9975845410628019,completed,True
KIT/314/turn_right09_poses,official_kit,314,turn_right,右转,408,407,4.07,100.0,True,0.9975490196078431,completed,True
KIT/314/turn_right10_poses,official_kit,314,turn_right,右转,434,433,4.33,100.0,True,0.9976958525345622,completed,True
KIT/314/turn_right11_poses,official_kit,314,turn_right,右转,437,436,4.36,100.0,True,0.9977116704805492,completed,True
KIT/314/walking_fast01_poses,official_kit,314,walking_fast,快速直行,582,581,5.81,100.0,True,0.9982817869415808,completed,True
KIT/314/walking_fast02_poses,official_kit,314,walking_fast,快速直行,689,688,6.88,100.0,True,0.9985486211901307,completed,True
KIT/314/walking_fast03_poses,official_kit,314,walking_fast,快速直行,573,572,5.72,100.0,True,0.9982547993019197,completed,True
KIT/314/walking_fast04_poses,official_kit,314,walking_fast,快速直行,428,427,4.27,100.0,True,0.9976635514018691,completed,True
KIT/314/walking_fast05_poses,official_kit,314,walking_fast,快速直行,494,493,4.93,100.0,True,0.9979757085020243,completed,True
KIT/314/walking_fast06_poses,official_kit,314,walking_fast,快速直行,447,446,4.46,100.0,True,0.9977628635346756,completed,True
KIT/314/walking_fast07_poses,official_kit,314,walking_fast,快速直行,380,379,3.79,100.0,True,0.9973684210526316,completed,True
KIT/314/walking_fast08_poses,official_kit,314,walking_fast,快速直行,450,449,4.49,100.0,True,0.9977777777777778,completed,True
KIT/314/walking_fast09_poses,official_kit,314,walking_fast,快速直行,604,603,6.03,100.0,True,0.9983443708609272,completed,True
KIT/314/walking_fast10_poses,official_kit,314,walking_fast,快速直行,425,424,4.24,100.0,True,0.9976470588235294,completed,True
KIT/314/walking_medium01_poses,official_kit,314,walking_medium,中速直行,656,655,6.55,100.0,True,0.9984756097560976,completed,True
KIT/314/walking_medium02_poses,official_kit,314,walking_medium,中速直行,577,576,5.76,100.0,True,0.9982668977469671,completed,True
KIT/314/walking_medium03_poses,official_kit,314,walking_medium,中速直行,693,692,6.92,100.0,True,0.9985569985569985,completed,True
KIT/314/walking_medium04_poses,official_kit,314,walking_medium,中速直行,825,824,8.24,100.0,True,0.9987878787878788,completed,True
KIT/314/walking_medium05_poses,official_kit,314,walking_medium,中速直行,789,788,7.88,100.0,True,0.9987325728770595,completed,True
KIT/314/walking_medium06_poses,official_kit,314,walking_medium,中速直行,638,637,6.37,100.0,True,0.9984326018808778,completed,True
KIT/314/walking_medium07_poses,official_kit,314,walking_medium,中速直行,758,757,7.57,100.0,True,0.9986807387862797,completed,True
KIT/314/walking_medium08_poses,official_kit,314,walking_medium,中速直行,676,675,6.75,100.0,True,0.9985207100591716,completed,True
KIT/314/walking_medium09_poses,official_kit,314,walking_medium,中速直行,773,772,7.72,100.0,True,0.9987063389391979,completed,True
KIT/314/walking_medium10_poses,official_kit,314,walking_medium,中速直行,719,718,7.18,100.0,True,0.9986091794158554,completed,True
KIT/314/walking_run01_poses,official_kit,314,walking_run,跑步,259,258,2.58,100.0,True,0.9961389961389961,completed,True
KIT/314/walking_run02_poses,official_kit,314,walking_run,跑步,160,159,1.59,100.0,True,0.99375,completed,True
KIT/314/walking_run03_poses,official_kit,314,walking_run,跑步,397,396,3.96,100.0,True,0.9974811083123426,completed,True
KIT/314/walking_run04_poses,official_kit,314,walking_run,跑步,378,377,3.77,100.0,True,0.9973544973544973,completed,True
KIT/314/walking_run05_poses,official_kit,314,walking_run,跑步,445,444,4.44,100.0,True,0.9977528089887641,completed,True
KIT/314/walking_run06_poses,official_kit,314,walking_run,跑步,460,459,4.59,100.0,True,0.9978260869565218,completed,True
KIT/314/walking_run08_poses,official_kit,314,walking_run,跑步,446,445,4.45,100.0,True,0.9977578475336323,completed,True
KIT/314/walking_run09_poses,official_kit,314,walking_run,跑步,430,429,4.29,100.0,True,0.9976744186046511,completed,True
KIT/314/walking_run10_poses,official_kit,314,walking_run,跑步,474,473,4.73,100.0,True,0.9978902953586498,completed,True
KIT/314/walking_slow01_poses,official_kit,314,walking_slow,慢速直行,972,971,9.71,100.0,True,0.9989711934156379,completed,True
KIT/314/walking_slow02_poses,official_kit,314,walking_slow,慢速直行,784,783,7.83,100.0,True,0.9987244897959183,completed,True
KIT/314/walking_slow03_poses,official_kit,314,walking_slow,慢速直行,756,755,7.55,100.0,True,0.9986772486772487,completed,True
KIT/314/walking_slow04_poses,official_kit,314,walking_slow,慢速直行,705,704,7.04,100.0,True,0.9985815602836879,completed,True
KIT/314/walking_slow05_poses,official_kit,314,walking_slow,慢速直行,718,717,7.17,100.0,True,0.9986072423398329,completed,True
KIT/314/walking_slow06_poses,official_kit,314,walking_slow,慢速直行,677,676,6.76,100.0,True,0.9985228951255539,completed,True
KIT/314/walking_slow07_poses,official_kit,314,walking_slow,慢速直行,788,787,7.87,100.0,True,0.998730964467005,completed,True
KIT/314/walking_slow08_poses,official_kit,314,walking_slow,慢速直行,576,575,5.75,100.0,True,0.9982638888888888,completed,True
KIT/314/walking_slow09_poses,official_kit,314,walking_slow,慢速直行,706,705,7.05,100.0,True,0.9985835694050992,completed,True
KIT/314/walking_slow10_poses,official_kit,314,walking_slow,慢速直行,805,804,8.04,100.0,True,0.9987577639751553,completed,True
KIT/317/turn_left01_poses,official_kit,317,turn_left,左转,478,477,4.77,100.0,True,0.997907949790795,completed,True
